date,city,count_kia_hyundai,count_all,percent_kia_hyundai,month,year
2020-12-01,"Riverside County, CA",17,623,3,Dec,2020
2021-01-01,"Riverside County, CA",19,673,3,Jan,2021
2021-02-01,"Riverside County, CA",14,570,2,Feb,2021
2021-03-01,"Riverside County, CA",6,553,1,Mar,2021
2021-04-01,"Riverside County, CA",9,452,2,Apr,2021
2021-05-01,"Riverside County, CA",11,516,2,May,2021
2021-06-01,"Riverside County, CA",15,503,3,Jun,2021
2021-07-01,"Riverside County, CA",6,488,1,Jul,2021
2021-08-01,"Riverside County, CA",11,437,3,Aug,2021
2021-09-01,"Riverside County, CA",10,490,2,Sep,2021
2021-10-01,"Riverside County, CA",16,580,3,Oct,2021
2021-11-01,"Riverside County, CA",14,544,3,Nov,2021
2021-12-01,"Riverside County, CA",18,583,3,Dec,2021
2022-01-01,"Riverside County, CA",20,541,4,Jan,2022
2022-02-01,"Riverside County, CA",11,435,3,Feb,2022
2022-03-01,"Riverside County, CA",14,565,2,Mar,2022
2022-04-01,"Riverside County, CA",21,537,4,Apr,2022
2022-05-01,"Riverside County, CA",9,532,2,May,2022
2022-06-01,"Riverside County, CA",14,463,3,Jun,2022
2022-07-01,"Riverside County, CA",18,478,4,Jul,2022
2022-08-01,"Riverside County, CA",12,502,2,Aug,2022
2022-09-01,"Riverside County, CA",14,540,3,Sep,2022
2022-10-01,"Riverside County, CA",35,584,6,Oct,2022
2022-11-01,"Riverside County, CA",25,552,5,Nov,2022
2022-12-01,"Riverside County, CA",29,500,6,Dec,2022
2023-01-01,"Riverside County, CA",51,545,9,Jan,2023
2023-02-01,"Riverside County, CA",66,420,16,Feb,2023
2023-03-01,"Riverside County, CA",45,447,10,Mar,2023
2023-04-01,"Riverside County, CA",59,446,13,Apr,2023
2023-05-01,"Riverside County, CA",80,509,16,May,2023
2023-06-01,"Riverside County, CA",92,515,18,Jun,2023
2023-07-01,"Riverside County, CA",78,479,16,Jul,2023
2023-08-01,"Riverside County, CA",56,442,13,Aug,2023
2019-12-01,"Stockton, CA",3,119,3,Dec,2019
2020-01-01,"Stockton, CA",5,167,3,Jan,2020
2020-02-01,"Stockton, CA",3,143,2,Feb,2020
2020-03-01,"Stockton, CA",6,127,5,Mar,2020
2020-04-01,"Stockton, CA",6,134,4,Apr,2020
2020-05-01,"Stockton, CA",3,131,2,May,2020
2020-06-01,"Stockton, CA",6,142,4,Jun,2020
2020-07-01,"Stockton, CA",3,111,3,Jul,2020
2020-08-01,"Stockton, CA",1,78,1,Aug,2020
2020-09-01,"Stockton, CA",1,98,1,Sep,2020
2020-10-01,"Stockton, CA",3,93,3,Oct,2020
2020-11-01,"Stockton, CA",3,118,3,Nov,2020
2020-12-01,"Stockton, CA",4,108,4,Dec,2020
2021-01-01,"Stockton, CA",3,120,3,Jan,2021
2021-02-01,"Stockton, CA",1,87,1,Feb,2021
2021-03-01,"Stockton, CA",4,106,4,Mar,2021
2021-04-01,"Stockton, CA",3,95,3,Apr,2021
2021-05-01,"Stockton, CA",5,125,4,May,2021
2021-06-01,"Stockton, CA",4,155,3,Jun,2021
2021-07-01,"Stockton, CA",1,114,1,Jul,2021
2021-08-01,"Stockton, CA",3,127,2,Aug,2021
2021-09-01,"Stockton, CA",1,97,1,Sep,2021
2021-10-01,"Stockton, CA",2,124,2,Oct,2021
2021-11-01,"Stockton, CA",3,129,2,Nov,2021
2021-12-01,"Stockton, CA",5,102,5,Dec,2021
2022-01-01,"Stockton, CA",2,107,2,Jan,2022
2022-02-01,"Stockton, CA",5,88,6,Feb,2022
2022-03-01,"Stockton, CA",2,104,2,Mar,2022
2022-04-01,"Stockton, CA",4,129,3,Apr,2022
2022-05-01,"Stockton, CA",3,144,2,May,2022
2022-06-01,"Stockton, CA",2,118,2,Jun,2022
2022-07-01,"Stockton, CA",6,122,5,Jul,2022
2022-08-01,"Stockton, CA",7,139,5,Aug,2022
2022-09-01,"Stockton, CA",1,106,1,Sep,2022
2022-10-01,"Stockton, CA",8,114,7,Oct,2022
2022-11-01,"Stockton, CA",11,114,10,Nov,2022
2022-12-01,"Stockton, CA",6,129,5,Dec,2022
2023-01-01,"Stockton, CA",28,150,19,Jan,2023
2023-02-01,"Stockton, CA",20,130,15,Feb,2023
2023-03-01,"Stockton, CA",25,147,17,Mar,2023
2023-04-01,"Stockton, CA",62,167,37,Apr,2023
2023-05-01,"Stockton, CA",47,176,27,May,2023
2023-06-01,"Stockton, CA",41,179,23,Jun,2023
2023-07-01,"Stockton, CA",75,217,35,Jul,2023
2023-08-01,"Stockton, CA",46,195,24,Aug,2023
2019-12-01,"Corpus Cristi, TX",1,48,2,Dec,2019
2020-01-01,"Corpus Cristi, TX",2,45,4,Jan,2020
2020-02-01,"Corpus Cristi, TX",0,28,0,Feb,2020
2020-03-01,"Corpus Cristi, TX",2,54,4,Mar,2020
2020-04-01,"Corpus Cristi, TX",1,100,1,Apr,2020
2020-05-01,"Corpus Cristi, TX",1,103,1,May,2020
2020-06-01,"Corpus Cristi, TX",1,112,1,Jun,2020
2020-07-01,"Corpus Cristi, TX",0,89,0,Jul,2020
2020-08-01,"Corpus Cristi, TX",0,44,0,Aug,2020
2020-09-01,"Corpus Cristi, TX",0,43,0,Sep,2020
2020-10-01,"Corpus Cristi, TX",0,57,0,Oct,2020
2020-11-01,"Corpus Cristi, TX",3,51,6,Nov,2020
2020-12-01,"Corpus Cristi, TX",0,52,0,Dec,2020
2021-01-01,"Corpus Cristi, TX",0,59,0,Jan,2021
2021-02-01,"Corpus Cristi, TX",0,44,0,Feb,2021
2021-03-01,"Corpus Cristi, TX",0,25,0,Mar,2021
2021-04-01,"Corpus Cristi, TX",2,36,6,Apr,2021
2021-05-01,"Corpus Cristi, TX",1,48,2,May,2021
2021-06-01,"Corpus Cristi, TX",1,31,3,Jun,2021
2021-07-01,"Corpus Cristi, TX",1,22,5,Jul,2021
2021-08-01,"Corpus Cristi, TX",0,32,0,Aug,2021
2021-09-01,"Corpus Cristi, TX",1,22,5,Sep,2021
2021-10-01,"Corpus Cristi, TX",1,51,2,Oct,2021
2021-11-01,"Corpus Cristi, TX",5,44,11,Nov,2021
2021-12-01,"Corpus Cristi, TX",1,47,2,Dec,2021
2022-01-01,"Corpus Cristi, TX",4,55,7,Jan,2022
2022-02-01,"Corpus Cristi, TX",2,42,5,Feb,2022
2022-03-01,"Corpus Cristi, TX",0,46,0,Mar,2022
2022-04-01,"Corpus Cristi, TX",2,44,5,Apr,2022
2022-05-01,"Corpus Cristi, TX",0,52,0,May,2022
2022-06-01,"Corpus Cristi, TX",1,67,1,Jun,2022
2022-07-01,"Corpus Cristi, TX",0,48,0,Jul,2022
2022-08-01,"Corpus Cristi, TX",1,36,3,Aug,2022
2022-09-01,"Corpus Cristi, TX",1,50,2,Sep,2022
2022-10-01,"Corpus Cristi, TX",1,63,2,Oct,2022
2022-11-01,"Corpus Cristi, TX",4,58,7,Nov,2022
2022-12-01,"Corpus Cristi, TX",2,57,4,Dec,2022
2023-01-01,"Corpus Cristi, TX",0,71,0,Jan,2023
2023-02-01,"Corpus Cristi, TX",1,52,2,Feb,2023
2023-03-01,"Corpus Cristi, TX",5,61,8,Mar,2023
2023-04-01,"Corpus Cristi, TX",0,38,0,Apr,2023
2023-05-01,"Corpus Cristi, TX",1,38,3,May,2023
2023-06-01,"Corpus Cristi, TX",2,54,4,Jun,2023
2023-07-01,"Corpus Cristi, TX",4,55,7,Jul,2023
2023-08-01,"Corpus Cristi, TX",5,53,9,Aug,2023
2019-12-01,Cincinatti,NA,NA,NA,Dec,2019
2020-01-01,Cincinatti,21,131,16,Jan,2020
2020-02-01,Cincinatti,10,114,9,Feb,2020
2020-03-01,Cincinatti,16,139,12,Mar,2020
2020-04-01,Cincinatti,12,104,12,Apr,2020
2020-05-01,Cincinatti,9,120,8,May,2020
2020-06-01,Cincinatti,17,145,12,Jun,2020
2020-07-01,Cincinatti,17,157,11,Jul,2020
2020-08-01,Cincinatti,12,149,8,Aug,2020
2020-09-01,Cincinatti,20,162,12,Sep,2020
2020-10-01,Cincinatti,19,171,11,Oct,2020
2020-11-01,Cincinatti,16,156,10,Nov,2020
2020-12-01,Cincinatti,15,158,9,Dec,2020
2021-01-01,Cincinatti,21,165,13,Jan,2021
2021-02-01,Cincinatti,19,127,15,Feb,2021
2021-03-01,Cincinatti,15,166,9,Mar,2021
2021-04-01,Cincinatti,9,132,7,Apr,2021
2021-05-01,Cincinatti,14,143,10,May,2021
2021-06-01,Cincinatti,9,131,7,Jun,2021
2021-07-01,Cincinatti,10,134,7,Jul,2021
2021-08-01,Cincinatti,14,118,12,Aug,2021
2021-09-01,Cincinatti,7,142,5,Sep,2021
2021-10-01,Cincinatti,9,137,7,Oct,2021
2021-11-01,Cincinatti,12,117,10,Nov,2021
2021-12-01,Cincinatti,15,135,11,Dec,2021
2022-01-01,Cincinatti,18,125,14,Jan,2022
2022-02-01,Cincinatti,9,110,8,Feb,2022
2022-03-01,Cincinatti,9,114,8,Mar,2022
2022-04-01,Cincinatti,9,99,9,Apr,2022
2022-05-01,Cincinatti,14,162,9,May,2022
2022-06-01,Cincinatti,35,173,20,Jun,2022
2022-07-01,Cincinatti,167,324,52,Jul,2022
2022-08-01,Cincinatti,155,281,55,Aug,2022
2022-09-01,Cincinatti,100,229,44,Sep,2022
2022-10-01,Cincinatti,62,205,30,Oct,2022
2022-11-01,Cincinatti,103,208,50,Nov,2022
2022-12-01,Cincinatti,120,279,43,Dec,2022
2023-01-01,Cincinatti,106,240,44,Jan,2023
2023-02-01,Cincinatti,263,395,67,Feb,2023
2023-03-01,Cincinatti,192,321,60,Mar,2023
2023-04-01,Cincinatti,168,275,61,Apr,2023
2023-05-01,Cincinatti,290,472,61,May,2023
2023-06-01,Cincinatti,253,393,64,Jun,2023
2023-07-01,Cincinatti,NA,NA,NA,Jul,2023
2023-08-01,Cincinatti,NA,NA,NA,Aug,2023
2019-12-01,"Montgomery County, MD",2,52,4,Dec,2019
2020-01-01,"Montgomery County, MD",1,49,2,Jan,2020
2020-02-01,"Montgomery County, MD",1,26,4,Feb,2020
2020-03-01,"Montgomery County, MD",5,71,7,Mar,2020
2020-04-01,"Montgomery County, MD",1,54,2,Apr,2020
2020-05-01,"Montgomery County, MD",1,44,2,May,2020
2020-06-01,"Montgomery County, MD",1,64,2,Jun,2020
2020-07-01,"Montgomery County, MD",2,77,3,Jul,2020
2020-08-01,"Montgomery County, MD",6,74,8,Aug,2020
2020-09-01,"Montgomery County, MD",3,77,4,Sep,2020
2020-10-01,"Montgomery County, MD",1,67,1,Oct,2020
2020-11-01,"Montgomery County, MD",1,74,1,Nov,2020
2020-12-01,"Montgomery County, MD",4,67,6,Dec,2020
2021-01-01,"Montgomery County, MD",6,69,9,Jan,2021
2021-02-01,"Montgomery County, MD",6,61,10,Feb,2021
2021-03-01,"Montgomery County, MD",1,71,1,Mar,2021
2021-04-01,"Montgomery County, MD",2,78,3,Apr,2021
2021-05-01,"Montgomery County, MD",2,88,2,May,2021
2021-06-01,"Montgomery County, MD",4,60,7,Jun,2021
2021-07-01,"Montgomery County, MD",8,78,10,Jul,2021
2021-08-01,"Montgomery County, MD",3,100,3,Aug,2021
2021-09-01,"Montgomery County, MD",3,68,4,Sep,2021
2021-10-01,"Montgomery County, MD",1,84,1,Oct,2021
2021-11-01,"Montgomery County, MD",6,61,10,Nov,2021
2021-12-01,"Montgomery County, MD",4,57,7,Dec,2021
2022-01-01,"Montgomery County, MD",4,76,5,Jan,2022
2022-02-01,"Montgomery County, MD",9,64,14,Feb,2022
2022-03-01,"Montgomery County, MD",2,67,3,Mar,2022
2022-04-01,"Montgomery County, MD",4,64,6,Apr,2022
2022-05-01,"Montgomery County, MD",4,69,6,May,2022
2022-06-01,"Montgomery County, MD",4,67,6,Jun,2022
2022-07-01,"Montgomery County, MD",5,71,7,Jul,2022
2022-08-01,"Montgomery County, MD",7,76,9,Aug,2022
2022-09-01,"Montgomery County, MD",5,97,5,Sep,2022
2022-10-01,"Montgomery County, MD",5,75,7,Oct,2022
2022-11-01,"Montgomery County, MD",21,107,20,Nov,2022
2022-12-01,"Montgomery County, MD",30,119,25,Dec,2022
2023-01-01,"Montgomery County, MD",48,119,40,Jan,2023
2023-02-01,"Montgomery County, MD",61,115,53,Feb,2023
2023-03-01,"Montgomery County, MD",71,130,55,Mar,2023
2023-04-01,"Montgomery County, MD",28,93,30,Apr,2023
2023-05-01,"Montgomery County, MD",44,118,37,May,2023
2023-06-01,"Montgomery County, MD",43,113,38,Jun,2023
2023-07-01,"Montgomery County, MD",69,128,54,Jul,2023
2023-08-01,"Montgomery County, MD",85,175,49,Aug,2023
2019-12-01,"Henderson, NV",NA,NA,NA,Dec,2019
2020-01-01,"Henderson, NV",NA,NA,NA,Jan,2020
2020-02-01,"Henderson, NV",NA,NA,NA,Feb,2020
2020-03-01,"Henderson, NV",NA,NA,NA,Mar,2020
2020-04-01,"Henderson, NV",NA,NA,NA,Apr,2020
2020-05-01,"Henderson, NV",NA,NA,NA,May,2020
2020-06-01,"Henderson, NV",NA,NA,NA,Jun,2020
2020-07-01,"Henderson, NV",NA,NA,NA,Jul,2020
2020-08-01,"Henderson, NV",NA,NA,NA,Aug,2020
2020-09-01,"Henderson, NV",NA,NA,NA,Sep,2020
2020-10-01,"Henderson, NV",NA,NA,NA,Oct,2020
2020-11-01,"Henderson, NV",NA,NA,NA,Nov,2020
2020-12-01,"Henderson, NV",NA,NA,NA,Dec,2020
2021-01-01,"Henderson, NV",1,72,1,Jan,2021
2021-02-01,"Henderson, NV",1,67,1,Feb,2021
2021-03-01,"Henderson, NV",2,65,3,Mar,2021
2021-04-01,"Henderson, NV",4,65,6,Apr,2021
2021-05-01,"Henderson, NV",3,63,5,May,2021
2021-06-01,"Henderson, NV",1,51,2,Jun,2021
2021-07-01,"Henderson, NV",2,45,4,Jul,2021
2021-08-01,"Henderson, NV",2,69,3,Aug,2021
2021-09-01,"Henderson, NV",2,82,2,Sep,2021
2021-10-01,"Henderson, NV",1,57,2,Oct,2021
2021-11-01,"Henderson, NV",5,75,7,Nov,2021
2021-12-01,"Henderson, NV",4,85,5,Dec,2021
2022-01-01,"Henderson, NV",2,54,4,Jan,2022
2022-02-01,"Henderson, NV",4,57,7,Feb,2022
2022-03-01,"Henderson, NV",2,64,3,Mar,2022
2022-04-01,"Henderson, NV",5,62,8,Apr,2022
2022-05-01,"Henderson, NV",5,70,7,May,2022
2022-06-01,"Henderson, NV",4,58,7,Jun,2022
2022-07-01,"Henderson, NV",13,71,18,Jul,2022
2022-08-01,"Henderson, NV",14,85,16,Aug,2022
2022-09-01,"Henderson, NV",15,78,19,Sep,2022
2022-10-01,"Henderson, NV",23,86,27,Oct,2022
2022-11-01,"Henderson, NV",12,86,14,Nov,2022
2022-12-01,"Henderson, NV",33,96,34,Dec,2022
2023-01-01,"Henderson, NV",30,98,31,Jan,2023
2023-02-01,"Henderson, NV",35,110,32,Feb,2023
2023-03-01,"Henderson, NV",39,101,39,Mar,2023
2023-04-01,"Henderson, NV",51,116,44,Apr,2023
2023-05-01,"Henderson, NV",85,167,51,May,2023
2023-06-01,"Henderson, NV",51,156,33,Jun,2023
2023-07-01,"Henderson, NV",85,181,47,Jul,2023
2023-08-01,"Henderson, NV",90,155,58,Aug,2023
2019-12-01,"San Bernardino, CA",5,217,2,Dec,2019
2020-01-01,"San Bernardino, CA",14,166,8,Jan,2020
2020-02-01,"San Bernardino, CA",8,165,5,Feb,2020
2020-03-01,"San Bernardino, CA",11,176,6,Mar,2020
2020-04-01,"San Bernardino, CA",6,200,3,Apr,2020
2020-05-01,"San Bernardino, CA",7,181,4,May,2020
2020-06-01,"San Bernardino, CA",3,202,1,Jun,2020
2020-07-01,"San Bernardino, CA",9,170,5,Jul,2020
2020-08-01,"San Bernardino, CA",4,134,3,Aug,2020
2020-09-01,"San Bernardino, CA",5,139,4,Sep,2020
2020-10-01,"San Bernardino, CA",8,143,6,Oct,2020
2020-11-01,"San Bernardino, CA",5,184,3,Nov,2020
2020-12-01,"San Bernardino, CA",4,177,2,Dec,2020
2021-01-01,"San Bernardino, CA",7,217,3,Jan,2021
2021-02-01,"San Bernardino, CA",5,209,2,Feb,2021
2021-03-01,"San Bernardino, CA",1,194,1,Mar,2021
2021-04-01,"San Bernardino, CA",5,161,3,Apr,2021
2021-05-01,"San Bernardino, CA",10,200,5,May,2021
2021-06-01,"San Bernardino, CA",6,167,4,Jun,2021
2021-07-01,"San Bernardino, CA",10,168,6,Jul,2021
2021-08-01,"San Bernardino, CA",13,183,7,Aug,2021
2021-09-01,"San Bernardino, CA",10,156,6,Sep,2021
2021-10-01,"San Bernardino, CA",4,179,2,Oct,2021
2021-11-01,"San Bernardino, CA",8,199,4,Nov,2021
2021-12-01,"San Bernardino, CA",18,178,10,Dec,2021
2022-01-01,"San Bernardino, CA",11,203,5,Jan,2022
2022-02-01,"San Bernardino, CA",5,180,3,Feb,2022
2022-03-01,"San Bernardino, CA",14,209,7,Mar,2022
2022-04-01,"San Bernardino, CA",4,188,2,Apr,2022
2022-05-01,"San Bernardino, CA",6,204,3,May,2022
2022-06-01,"San Bernardino, CA",9,163,6,Jun,2022
2022-07-01,"San Bernardino, CA",2,163,1,Jul,2022
2022-08-01,"San Bernardino, CA",11,168,7,Aug,2022
2022-09-01,"San Bernardino, CA",10,186,5,Sep,2022
2022-10-01,"San Bernardino, CA",9,174,5,Oct,2022
2022-11-01,"San Bernardino, CA",11,170,6,Nov,2022
2022-12-01,"San Bernardino, CA",8,124,6,Dec,2022
2023-01-01,"San Bernardino, CA",15,144,10,Jan,2023
2023-02-01,"San Bernardino, CA",5,124,4,Feb,2023
2023-03-01,"San Bernardino, CA",12,175,7,Mar,2023
2023-04-01,"San Bernardino, CA",21,164,13,Apr,2023
2023-05-01,"San Bernardino, CA",35,188,19,May,2023
2023-06-01,"San Bernardino, CA",36,152,24,Jun,2023
2023-07-01,"San Bernardino, CA",58,180,32,Jul,2023
2023-08-01,"San Bernardino, CA",46,189,24,Aug,2023
2019-12-01,"Newport News, VA",2,21,10,Dec,2019
2020-01-01,"Newport News, VA",3,31,10,Jan,2020
2020-02-01,"Newport News, VA",3,30,10,Feb,2020
2020-03-01,"Newport News, VA",5,23,22,Mar,2020
2020-04-01,"Newport News, VA",3,26,12,Apr,2020
2020-05-01,"Newport News, VA",1,25,4,May,2020
2020-06-01,"Newport News, VA",1,40,3,Jun,2020
2020-07-01,"Newport News, VA",1,20,5,Jul,2020
2020-08-01,"Newport News, VA",2,32,6,Aug,2020
2020-09-01,"Newport News, VA",1,24,4,Sep,2020
2020-10-01,"Newport News, VA",4,35,11,Oct,2020
2020-11-01,"Newport News, VA",1,28,4,Nov,2020
2020-12-01,"Newport News, VA",2,24,8,Dec,2020
2021-01-01,"Newport News, VA",2,29,7,Jan,2021
2021-02-01,"Newport News, VA",4,36,11,Feb,2021
2021-03-01,"Newport News, VA",1,24,4,Mar,2021
2021-04-01,"Newport News, VA",0,26,0,Apr,2021
2021-05-01,"Newport News, VA",3,33,9,May,2021
2021-06-01,"Newport News, VA",1,24,4,Jun,2021
2021-07-01,"Newport News, VA",3,27,11,Jul,2021
2021-08-01,"Newport News, VA",2,34,6,Aug,2021
2021-09-01,"Newport News, VA",1,30,3,Sep,2021
2021-10-01,"Newport News, VA",1,41,2,Oct,2021
2021-11-01,"Newport News, VA",1,37,3,Nov,2021
2021-12-01,"Newport News, VA",2,42,5,Dec,2021
2022-01-01,"Newport News, VA",0,32,0,Jan,2022
2022-02-01,"Newport News, VA",2,26,8,Feb,2022
2022-03-01,"Newport News, VA",0,26,0,Mar,2022
2022-04-01,"Newport News, VA",5,26,19,Apr,2022
2022-05-01,"Newport News, VA",1,23,4,May,2022
2022-06-01,"Newport News, VA",1,27,4,Jun,2022
2022-07-01,"Newport News, VA",3,30,10,Jul,2022
2022-08-01,"Newport News, VA",3,24,13,Aug,2022
2022-09-01,"Newport News, VA",4,36,11,Sep,2022
2022-10-01,"Newport News, VA",4,47,9,Oct,2022
2022-11-01,"Newport News, VA",7,43,16,Nov,2022
2022-12-01,"Newport News, VA",8,37,22,Dec,2022
2023-01-01,"Newport News, VA",13,33,39,Jan,2023
2023-02-01,"Newport News, VA",4,19,21,Feb,2023
2023-03-01,"Newport News, VA",5,27,19,Mar,2023
2023-04-01,"Newport News, VA",12,31,39,Apr,2023
2023-05-01,"Newport News, VA",3,36,8,May,2023
2023-06-01,"Newport News, VA",12,46,26,Jun,2023
2023-07-01,"Newport News, VA",18,44,41,Jul,2023
2023-08-01,"Newport News, VA",8,31,26,Aug,2023
2019-12-01,"Amarillo, TX",1,92,1,Dec,2019
2020-01-01,"Amarillo, TX",5,90,6,Jan,2020
2020-02-01,"Amarillo, TX",1,75,1,Feb,2020
2020-03-01,"Amarillo, TX",1,90,1,Mar,2020
2020-04-01,"Amarillo, TX",2,67,3,Apr,2020
2020-05-01,"Amarillo, TX",4,89,4,May,2020
2020-06-01,"Amarillo, TX",2,98,2,Jun,2020
2020-07-01,"Amarillo, TX",5,108,5,Jul,2020
2020-08-01,"Amarillo, TX",4,117,3,Aug,2020
2020-09-01,"Amarillo, TX",2,94,2,Sep,2020
2020-10-01,"Amarillo, TX",0,100,0,Oct,2020
2020-11-01,"Amarillo, TX",1,113,1,Nov,2020
2020-12-01,"Amarillo, TX",0,108,0,Dec,2020
2021-01-01,"Amarillo, TX",6,118,5,Jan,2021
2021-02-01,"Amarillo, TX",5,82,6,Feb,2021
2021-03-01,"Amarillo, TX",2,70,3,Mar,2021
2021-04-01,"Amarillo, TX",1,65,2,Apr,2021
2021-05-01,"Amarillo, TX",3,88,3,May,2021
2021-06-01,"Amarillo, TX",0,106,0,Jun,2021
2021-07-01,"Amarillo, TX",4,98,4,Jul,2021
2021-08-01,"Amarillo, TX",2,77,3,Aug,2021
2021-09-01,"Amarillo, TX",2,72,3,Sep,2021
2021-10-01,"Amarillo, TX",3,85,4,Oct,2021
2021-11-01,"Amarillo, TX",3,62,5,Nov,2021
2021-12-01,"Amarillo, TX",1,61,2,Dec,2021
2022-01-01,"Amarillo, TX",1,91,1,Jan,2022
2022-02-01,"Amarillo, TX",4,79,5,Feb,2022
2022-03-01,"Amarillo, TX",1,55,2,Mar,2022
2022-04-01,"Amarillo, TX",1,76,1,Apr,2022
2022-05-01,"Amarillo, TX",4,76,5,May,2022
2022-06-01,"Amarillo, TX",7,91,8,Jun,2022
2022-07-01,"Amarillo, TX",6,99,6,Jul,2022
2022-08-01,"Amarillo, TX",1,93,1,Aug,2022
2022-09-01,"Amarillo, TX",6,74,8,Sep,2022
2022-10-01,"Amarillo, TX",14,97,14,Oct,2022
2022-11-01,"Amarillo, TX",2,57,4,Nov,2022
2022-12-01,"Amarillo, TX",1,27,4,Dec,2022
2023-01-01,"Amarillo, TX",3,45,7,Jan,2023
2023-02-01,"Amarillo, TX",1,33,3,Feb,2023
2023-03-01,"Amarillo, TX",2,30,7,Mar,2023
2023-04-01,"Amarillo, TX",2,42,5,Apr,2023
2023-05-01,"Amarillo, TX",1,35,3,May,2023
2023-06-01,"Amarillo, TX",2,31,6,Jun,2023
2023-07-01,"Amarillo, TX",1,43,2,Jul,2023
2023-08-01,"Amarillo, TX",1,22,5,Aug,2023
2019-12-01,"New Haven, CT",6,106,6,Dec,2019
2020-01-01,"New Haven, CT",5,96,5,Jan,2020
2020-02-01,"New Haven, CT",5,86,6,Feb,2020
2020-03-01,"New Haven, CT",5,89,6,Mar,2020
2020-04-01,"New Haven, CT",4,56,7,Apr,2020
2020-05-01,"New Haven, CT",3,65,5,May,2020
2020-06-01,"New Haven, CT",3,66,5,Jun,2020
2020-07-01,"New Haven, CT",5,68,7,Jul,2020
2020-08-01,"New Haven, CT",7,78,9,Aug,2020
2020-09-01,"New Haven, CT",3,80,4,Sep,2020
2020-10-01,"New Haven, CT",3,75,4,Oct,2020
2020-11-01,"New Haven, CT",7,105,7,Nov,2020
2020-12-01,"New Haven, CT",8,124,6,Dec,2020
2021-01-01,"New Haven, CT",7,98,7,Jan,2021
2021-02-01,"New Haven, CT",12,67,18,Feb,2021
2021-03-01,"New Haven, CT",5,96,5,Mar,2021
2021-04-01,"New Haven, CT",10,74,14,Apr,2021
2021-05-01,"New Haven, CT",7,84,8,May,2021
2021-06-01,"New Haven, CT",3,84,4,Jun,2021
2021-07-01,"New Haven, CT",3,93,3,Jul,2021
2021-08-01,"New Haven, CT",8,120,7,Aug,2021
2021-09-01,"New Haven, CT",5,83,6,Sep,2021
2021-10-01,"New Haven, CT",10,80,13,Oct,2021
2021-11-01,"New Haven, CT",6,67,9,Nov,2021
2021-12-01,"New Haven, CT",5,83,6,Dec,2021
2022-01-01,"New Haven, CT",17,118,14,Jan,2022
2022-02-01,"New Haven, CT",7,89,8,Feb,2022
2022-03-01,"New Haven, CT",8,94,9,Mar,2022
2022-04-01,"New Haven, CT",6,86,7,Apr,2022
2022-05-01,"New Haven, CT",8,90,9,May,2022
2022-06-01,"New Haven, CT",3,73,4,Jun,2022
2022-07-01,"New Haven, CT",3,67,4,Jul,2022
2022-08-01,"New Haven, CT",5,98,5,Aug,2022
2022-09-01,"New Haven, CT",8,73,11,Sep,2022
2022-10-01,"New Haven, CT",23,136,17,Oct,2022
2022-11-01,"New Haven, CT",24,103,23,Nov,2022
2022-12-01,"New Haven, CT",40,146,27,Dec,2022
2023-01-01,"New Haven, CT",45,154,29,Jan,2023
2023-02-01,"New Haven, CT",73,152,48,Feb,2023
2023-03-01,"New Haven, CT",43,121,36,Mar,2023
2023-04-01,"New Haven, CT",69,164,42,Apr,2023
2023-05-01,"New Haven, CT",117,194,60,May,2023
2023-06-01,"New Haven, CT",72,178,40,Jun,2023
2023-07-01,"New Haven, CT",133,230,58,Jul,2023
2023-08-01,"New Haven, CT",53,161,33,Aug,2023
2019-12-01,"Washington, D.C.",4,NA,NA,Dec,2019
2020-01-01,"Washington, D.C.",5,177,3,Jan,2020
2020-02-01,"Washington, D.C.",10,184,5,Feb,2020
2020-03-01,"Washington, D.C.",8,182,4,Mar,2020
2020-04-01,"Washington, D.C.",9,190,5,Apr,2020
2020-05-01,"Washington, D.C.",7,238,3,May,2020
2020-06-01,"Washington, D.C.",12,280,4,Jun,2020
2020-07-01,"Washington, D.C.",19,326,6,Jul,2020
2020-08-01,"Washington, D.C.",10,350,3,Aug,2020
2020-09-01,"Washington, D.C.",15,360,4,Sep,2020
2020-10-01,"Washington, D.C.",19,339,6,Oct,2020
2020-11-01,"Washington, D.C.",19,314,6,Nov,2020
2020-12-01,"Washington, D.C.",23,319,7,Dec,2020
2021-01-01,"Washington, D.C.",18,305,6,Jan,2021
2021-02-01,"Washington, D.C.",11,206,5,Feb,2021
2021-03-01,"Washington, D.C.",9,206,4,Mar,2021
2021-04-01,"Washington, D.C.",11,234,5,Apr,2021
2021-05-01,"Washington, D.C.",16,345,5,May,2021
2021-06-01,"Washington, D.C.",13,303,4,Jun,2021
2021-07-01,"Washington, D.C.",13,315,4,Jul,2021
2021-08-01,"Washington, D.C.",14,313,4,Aug,2021
2021-09-01,"Washington, D.C.",23,309,7,Sep,2021
2021-10-01,"Washington, D.C.",27,359,8,Oct,2021
2021-11-01,"Washington, D.C.",26,286,9,Nov,2021
2021-12-01,"Washington, D.C.",26,298,9,Dec,2021
2022-01-01,"Washington, D.C.",21,316,7,Jan,2022
2022-02-01,"Washington, D.C.",17,232,7,Feb,2022
2022-03-01,"Washington, D.C.",29,254,11,Mar,2022
2022-04-01,"Washington, D.C.",14,265,5,Apr,2022
2022-05-01,"Washington, D.C.",11,258,4,May,2022
2022-06-01,"Washington, D.C.",23,315,7,Jun,2022
