date,city,count_kia_hyundai,count_all,percent_kia_hyundai,month,year
2020-07-01,"Los Angeles, CA",83,1989,5,Jul,2020
2020-08-01,"Los Angeles, CA",130,1838,8,Aug,2020
2020-09-01,"Los Angeles, CA",124,1620,7,Sep,2020
2020-10-01,"Los Angeles, CA",137,1818,8,Oct,2020
2020-11-01,"Los Angeles, CA",187,1758,10,Nov,2020
2020-12-01,"Los Angeles, CA",111,1804,6,Dec,2020
2021-01-01,"Los Angeles, CA",128,1871,7,Jan,2021
2021-02-01,"Los Angeles, CA",140,1833,8,Feb,2021
2021-03-01,"Los Angeles, CA",165,1810,9,Mar,2021
2021-04-01,"Los Angeles, CA",250,1807,14,Apr,2021
2021-05-01,"Los Angeles, CA",254,1832,14,May,2021
2021-06-01,"Los Angeles, CA",240,1800,13,Jun,2021
2021-07-01,"Los Angeles, CA",297,1845,15,Jul,2021
2021-08-01,"Los Angeles, CA",344,1951,17,Aug,2021
2021-09-01,"Los Angeles, CA",260,2050,11,Sep,2021
2021-10-01,"Los Angeles, CA",338,2330,15,Oct,2021
2021-11-01,"Los Angeles, CA",429,2234,19,Nov,2021
2021-12-01,"Los Angeles, CA",390,2308,19,Dec,2021
2022-01-01,"Los Angeles, CA",340,2096,18,Jan,2022
2022-02-01,"Los Angeles, CA",320,1905,15,Feb,2022
2022-03-01,"Los Angeles, CA",395,2127,18,Mar,2022
2022-04-01,"Los Angeles, CA",441,2214,20,Apr,2022
2022-05-01,"Los Angeles, CA",471,2227,23,May,2022
2022-06-01,"Los Angeles, CA",396,2015,19,Jun,2022
2022-07-01,"Los Angeles, CA",488,2116,22,Jul,2022
2022-08-01,"Los Angeles, CA",491,2172,24,Aug,2022
2022-09-01,"Los Angeles, CA",428,2054,21,Sep,2022
2022-10-01,"Los Angeles, CA",420,2053,22,Oct,2022
2022-11-01,"Los Angeles, CA",386,1877,21,Nov,2022
2022-12-01,"Los Angeles, CA",408,1866,21,Dec,2022
2023-01-01,"Los Angeles, CA",419,1941,24,Jan,2023
2023-02-01,"Los Angeles, CA",465,1775,23,Feb,2023
2023-03-01,"Los Angeles, CA",489,1994,27,Mar,2023
2023-04-01,"Los Angeles, CA",474,1791,25,Apr,2023
2023-05-01,"Los Angeles, CA",496,1890,26,May,2023
2023-06-01,"Los Angeles, CA",538,1890,25,Jun,2023
2023-07-01,"Los Angeles, CA",719,2150,33,Jul,2023
2023-08-01,"Los Angeles, CA",713,2153,33,Aug,2023
2019-12-01,"Glendale, AZ",9,134,7,Dec,2019
2020-01-01,"Glendale, AZ",10,120,8,Jan,2020
2020-02-01,"Glendale, AZ",3,128,2,Feb,2020
2020-03-01,"Glendale, AZ",13,115,11,Mar,2020
2020-04-01,"Glendale, AZ",6,104,6,Apr,2020
2020-05-01,"Glendale, AZ",4,103,4,May,2020
2020-06-01,"Glendale, AZ",11,101,11,Jun,2020
2020-07-01,"Glendale, AZ",6,65,9,Jul,2020
2020-08-01,"Glendale, AZ",6,86,7,Aug,2020
2020-09-01,"Glendale, AZ",5,93,5,Sep,2020
2020-10-01,"Glendale, AZ",4,100,4,Oct,2020
2020-11-01,"Glendale, AZ",8,134,6,Nov,2020
2020-12-01,"Glendale, AZ",9,125,7,Dec,2020
2021-01-01,"Glendale, AZ",6,148,4,Jan,2021
2021-02-01,"Glendale, AZ",6,110,5,Feb,2021
2021-03-01,"Glendale, AZ",5,132,4,Mar,2021
2021-04-01,"Glendale, AZ",7,107,7,Apr,2021
2021-05-01,"Glendale, AZ",9,128,7,May,2021
2021-06-01,"Glendale, AZ",4,133,3,Jun,2021
2021-07-01,"Glendale, AZ",9,133,7,Jul,2021
2021-08-01,"Glendale, AZ",6,137,4,Aug,2021
2021-09-01,"Glendale, AZ",7,135,5,Sep,2021
2021-10-01,"Glendale, AZ",8,170,5,Oct,2021
2021-11-01,"Glendale, AZ",8,119,7,Nov,2021
2021-12-01,"Glendale, AZ",10,157,6,Dec,2021
2022-01-01,"Glendale, AZ",13,149,9,Jan,2022
2022-02-01,"Glendale, AZ",13,138,9,Feb,2022
2022-03-01,"Glendale, AZ",5,131,4,Mar,2022
2022-04-01,"Glendale, AZ",10,151,7,Apr,2022
2022-05-01,"Glendale, AZ",9,132,7,May,2022
2022-06-01,"Glendale, AZ",11,137,8,Jun,2022
2022-07-01,"Glendale, AZ",7,112,6,Jul,2022
2022-08-01,"Glendale, AZ",5,104,5,Aug,2022
2022-09-01,"Glendale, AZ",10,69,14,Sep,2022
2022-10-01,"Glendale, AZ",16,83,19,Oct,2022
2022-11-01,"Glendale, AZ",26,85,31,Nov,2022
2022-12-01,"Glendale, AZ",28,89,31,Dec,2022
2023-01-01,"Glendale, AZ",42,95,44,Jan,2023
2023-02-01,"Glendale, AZ",37,89,42,Feb,2023
2023-03-01,"Glendale, AZ",29,90,32,Mar,2023
2023-04-01,"Glendale, AZ",16,75,21,Apr,2023
2023-05-01,"Glendale, AZ",42,103,41,May,2023
2023-06-01,"Glendale, AZ",69,136,51,Jun,2023
2023-07-01,"Glendale, AZ",44,99,44,Jul,2023
2023-08-01,"Glendale, AZ",63,126,50,Aug,2023
2019-12-01,"Orlando, FL",14,109,13,Dec,2019
2020-01-01,"Orlando, FL",8,104,8,Jan,2020
2020-02-01,"Orlando, FL",5,91,5,Feb,2020
2020-03-01,"Orlando, FL",14,126,11,Mar,2020
2020-04-01,"Orlando, FL",7,113,6,Apr,2020
2020-05-01,"Orlando, FL",6,103,6,May,2020
2020-06-01,"Orlando, FL",2,110,2,Jun,2020
2020-07-01,"Orlando, FL",12,114,11,Jul,2020
2020-08-01,"Orlando, FL",2,101,2,Aug,2020
2020-09-01,"Orlando, FL",6,88,7,Sep,2020
2020-10-01,"Orlando, FL",3,96,3,Oct,2020
2020-11-01,"Orlando, FL",6,103,6,Nov,2020
2020-12-01,"Orlando, FL",4,68,6,Dec,2020
2021-01-01,"Orlando, FL",12,90,13,Jan,2021
2021-02-01,"Orlando, FL",6,79,8,Feb,2021
2021-03-01,"Orlando, FL",9,85,11,Mar,2021
2021-04-01,"Orlando, FL",6,70,9,Apr,2021
2021-05-01,"Orlando, FL",5,112,4,May,2021
2021-06-01,"Orlando, FL",9,93,10,Jun,2021
2021-07-01,"Orlando, FL",2,81,2,Jul,2021
2021-08-01,"Orlando, FL",7,113,6,Aug,2021
2021-09-01,"Orlando, FL",8,97,8,Sep,2021
2021-10-01,"Orlando, FL",5,107,5,Oct,2021
2021-11-01,"Orlando, FL",3,86,3,Nov,2021
2021-12-01,"Orlando, FL",5,88,6,Dec,2021
2022-01-01,"Orlando, FL",4,91,4,Jan,2022
2022-02-01,"Orlando, FL",11,81,14,Feb,2022
2022-03-01,"Orlando, FL",5,100,5,Mar,2022
2022-04-01,"Orlando, FL",12,83,14,Apr,2022
2022-05-01,"Orlando, FL",16,97,16,May,2022
2022-06-01,"Orlando, FL",7,99,7,Jun,2022
2022-07-01,"Orlando, FL",13,99,13,Jul,2022
2022-08-01,"Orlando, FL",10,104,10,Aug,2022
2022-09-01,"Orlando, FL",26,126,21,Sep,2022
2022-10-01,"Orlando, FL",18,92,20,Oct,2022
2022-11-01,"Orlando, FL",16,113,14,Nov,2022
2022-12-01,"Orlando, FL",10,100,10,Dec,2022
2023-01-01,"Orlando, FL",16,101,16,Jan,2023
2023-02-01,"Orlando, FL",8,78,10,Feb,2023
2023-03-01,"Orlando, FL",20,99,20,Mar,2023
2023-04-01,"Orlando, FL",31,99,31,Apr,2023
2023-05-01,"Orlando, FL",20,88,23,May,2023
2023-06-01,"Orlando, FL",1,69,1,Jun,2023
2023-07-01,"Orlando, FL",1,66,2,Jul,2023
2023-08-01,"Orlando, FL",1,73,1,Aug,2023
2019-12-01,"Eugene, OR",1,94,1,Dec,2019
2020-01-01,"Eugene, OR",2,63,3,Jan,2020
2020-02-01,"Eugene, OR",2,62,3,Feb,2020
2020-03-01,"Eugene, OR",2,63,3,Mar,2020
2020-04-01,"Eugene, OR",0,69,0,Apr,2020
2020-05-01,"Eugene, OR",0,54,0,May,2020
2020-06-01,"Eugene, OR",1,78,1,Jun,2020
2020-07-01,"Eugene, OR",1,60,2,Jul,2020
2020-08-01,"Eugene, OR",2,63,3,Aug,2020
2020-09-01,"Eugene, OR",2,71,3,Sep,2020
2020-10-01,"Eugene, OR",1,68,1,Oct,2020
2020-11-01,"Eugene, OR",1,65,2,Nov,2020
2020-12-01,"Eugene, OR",2,60,3,Dec,2020
2021-01-01,"Eugene, OR",0,56,0,Jan,2021
2021-02-01,"Eugene, OR",2,59,3,Feb,2021
2021-03-01,"Eugene, OR",0,68,0,Mar,2021
2021-04-01,"Eugene, OR",1,55,2,Apr,2021
2021-05-01,"Eugene, OR",0,76,0,May,2021
2021-06-01,"Eugene, OR",1,64,2,Jun,2021
2021-07-01,"Eugene, OR",1,72,1,Jul,2021
2021-08-01,"Eugene, OR",2,79,3,Aug,2021
2021-09-01,"Eugene, OR",2,97,2,Sep,2021
2021-10-01,"Eugene, OR",5,78,6,Oct,2021
2021-11-01,"Eugene, OR",0,65,0,Nov,2021
2021-12-01,"Eugene, OR",0,64,0,Dec,2021
2022-01-01,"Eugene, OR",3,97,3,Jan,2022
2022-02-01,"Eugene, OR",0,71,0,Feb,2022
2022-03-01,"Eugene, OR",1,96,1,Mar,2022
2022-04-01,"Eugene, OR",0,81,0,Apr,2022
2022-05-01,"Eugene, OR",0,53,0,May,2022
2022-06-01,"Eugene, OR",0,50,0,Jun,2022
2022-07-01,"Eugene, OR",2,67,3,Jul,2022
2022-08-01,"Eugene, OR",0,70,0,Aug,2022
2022-09-01,"Eugene, OR",0,57,0,Sep,2022
2022-10-01,"Eugene, OR",2,49,4,Oct,2022
2022-11-01,"Eugene, OR",2,65,3,Nov,2022
2022-12-01,"Eugene, OR",2,55,4,Dec,2022
2023-01-01,"Eugene, OR",4,62,6,Jan,2023
2023-02-01,"Eugene, OR",3,53,6,Feb,2023
2023-03-01,"Eugene, OR",2,60,3,Mar,2023
2023-04-01,"Eugene, OR",2,59,3,Apr,2023
2023-05-01,"Eugene, OR",3,53,6,May,2023
2023-06-01,"Eugene, OR",6,55,11,Jun,2023
2023-07-01,"Eugene, OR",4,75,5,Jul,2023
2023-08-01,"Eugene, OR",2,58,3,Aug,2023
2019-12-01,"Rochester, NY",3,64,5,Dec,2019
2020-01-01,"Rochester, NY",8,81,10,Jan,2020
2020-02-01,"Rochester, NY",4,53,8,Feb,2020
2020-03-01,"Rochester, NY",4,64,6,Mar,2020
2020-04-01,"Rochester, NY",7,58,12,Apr,2020
2020-05-01,"Rochester, NY",8,57,14,May,2020
2020-06-01,"Rochester, NY",11,84,13,Jun,2020
2020-07-01,"Rochester, NY",11,104,11,Jul,2020
2020-08-01,"Rochester, NY",8,93,9,Aug,2020
2020-09-01,"Rochester, NY",8,78,10,Sep,2020
2020-10-01,"Rochester, NY",5,83,6,Oct,2020
2020-11-01,"Rochester, NY",14,106,13,Nov,2020
2020-12-01,"Rochester, NY",11,126,9,Dec,2020
2021-01-01,"Rochester, NY",8,88,9,Jan,2021
2021-02-01,"Rochester, NY",12,93,13,Feb,2021
2021-03-01,"Rochester, NY",12,85,14,Mar,2021
2021-04-01,"Rochester, NY",13,90,14,Apr,2021
2021-05-01,"Rochester, NY",8,87,9,May,2021
2021-06-01,"Rochester, NY",8,74,11,Jun,2021
2021-07-01,"Rochester, NY",10,105,10,Jul,2021
2021-08-01,"Rochester, NY",13,84,15,Aug,2021
2021-09-01,"Rochester, NY",4,90,4,Sep,2021
2021-10-01,"Rochester, NY",9,98,9,Oct,2021
2021-11-01,"Rochester, NY",8,120,7,Nov,2021
2021-12-01,"Rochester, NY",10,127,8,Dec,2021
2022-01-01,"Rochester, NY",8,105,8,Jan,2022
2022-02-01,"Rochester, NY",6,96,6,Feb,2022
2022-03-01,"Rochester, NY",11,113,10,Mar,2022
2022-04-01,"Rochester, NY",6,98,6,Apr,2022
2022-05-01,"Rochester, NY",13,121,11,May,2022
2022-06-01,"Rochester, NY",15,110,14,Jun,2022
2022-07-01,"Rochester, NY",33,107,31,Jul,2022
2022-08-01,"Rochester, NY",26,111,23,Aug,2022
2022-09-01,"Rochester, NY",13,101,13,Sep,2022
2022-10-01,"Rochester, NY",20,99,20,Oct,2022
2022-11-01,"Rochester, NY",35,124,28,Nov,2022
2022-12-01,"Rochester, NY",41,131,31,Dec,2022
2023-01-01,"Rochester, NY",230,322,71,Jan,2023
2023-02-01,"Rochester, NY",256,313,82,Feb,2023
2023-03-01,"Rochester, NY",151,226,67,Mar,2023
2023-04-01,"Rochester, NY",258,344,75,Apr,2023
2023-05-01,"Rochester, NY",270,346,78,May,2023
2023-06-01,"Rochester, NY",299,377,79,Jun,2023
2023-07-01,"Rochester, NY",235,309,76,Jul,2023
2023-08-01,"Rochester, NY",152,235,65,Aug,2023
2019-12-01,"Durham, NC",5,79,6,Dec,2019
2020-01-01,"Durham, NC",9,87,10,Jan,2020
2020-02-01,"Durham, NC",3,57,5,Feb,2020
2020-03-01,"Durham, NC",9,69,13,Mar,2020
2020-04-01,"Durham, NC",4,69,6,Apr,2020
2020-05-01,"Durham, NC",10,66,15,May,2020
2020-06-01,"Durham, NC",9,76,12,Jun,2020
2020-07-01,"Durham, NC",6,100,6,Jul,2020
2020-08-01,"Durham, NC",7,76,9,Aug,2020
2020-09-01,"Durham, NC",5,73,7,Sep,2020
2020-10-01,"Durham, NC",8,63,13,Oct,2020
2020-11-01,"Durham, NC",9,75,12,Nov,2020
2020-12-01,"Durham, NC",9,67,13,Dec,2020
2021-01-01,"Durham, NC",11,64,17,Jan,2021
2021-02-01,"Durham, NC",2,56,4,Feb,2021
2021-03-01,"Durham, NC",2,40,5,Mar,2021
2021-04-01,"Durham, NC",1,40,3,Apr,2021
2021-05-01,"Durham, NC",2,47,4,May,2021
2021-06-01,"Durham, NC",2,60,3,Jun,2021
2021-07-01,"Durham, NC",1,59,2,Jul,2021
2021-08-01,"Durham, NC",7,60,12,Aug,2021
2021-09-01,"Durham, NC",6,48,13,Sep,2021
2021-10-01,"Durham, NC",3,67,4,Oct,2021
2021-11-01,"Durham, NC",3,73,4,Nov,2021
2021-12-01,"Durham, NC",2,64,3,Dec,2021
2022-01-01,"Durham, NC",5,54,9,Jan,2022
2022-02-01,"Durham, NC",5,67,7,Feb,2022
2022-03-01,"Durham, NC",6,59,10,Mar,2022
2022-04-01,"Durham, NC",5,49,10,Apr,2022
2022-05-01,"Durham, NC",7,50,14,May,2022
2022-06-01,"Durham, NC",8,63,13,Jun,2022
2022-07-01,"Durham, NC",8,66,12,Jul,2022
2022-08-01,"Durham, NC",7,90,8,Aug,2022
2022-09-01,"Durham, NC",9,79,11,Sep,2022
2022-10-01,"Durham, NC",6,73,8,Oct,2022
2022-11-01,"Durham, NC",15,71,21,Nov,2022
2022-12-01,"Durham, NC",14,86,16,Dec,2022
2023-01-01,"Durham, NC",27,87,31,Jan,2023
2023-02-01,"Durham, NC",31,84,37,Feb,2023
2023-03-01,"Durham, NC",68,121,56,Mar,2023
2023-04-01,"Durham, NC",76,142,54,Apr,2023
2023-05-01,"Durham, NC",130,202,64,May,2023
2023-06-01,"Durham, NC",138,219,63,Jun,2023
2023-07-01,"Durham, NC",132,227,58,Jul,2023
2023-08-01,"Durham, NC",113,199,57,Aug,2023
2019-12-01,"Norfolk, VA",11,NA,NA,Dec,2019
2020-01-01,"Norfolk, VA",3,NA,NA,Jan,2020
2020-02-01,"Norfolk, VA",1,NA,NA,Feb,2020
2020-03-01,"Norfolk, VA",5,NA,NA,Mar,2020
2020-04-01,"Norfolk, VA",3,NA,NA,Apr,2020
2020-05-01,"Norfolk, VA",3,NA,NA,May,2020
2020-06-01,"Norfolk, VA",1,NA,NA,Jun,2020
2020-07-01,"Norfolk, VA",3,NA,NA,Jul,2020
2020-08-01,"Norfolk, VA",4,NA,NA,Aug,2020
2020-09-01,"Norfolk, VA",0,NA,NA,Sep,2020
2020-10-01,"Norfolk, VA",0,NA,NA,Oct,2020
2020-11-01,"Norfolk, VA",1,NA,NA,Nov,2020
2020-12-01,"Norfolk, VA",3,NA,NA,Dec,2020
2021-01-01,"Norfolk, VA",9,NA,NA,Jan,2021
2021-02-01,"Norfolk, VA",4,NA,NA,Feb,2021
2021-03-01,"Norfolk, VA",6,NA,NA,Mar,2021
2021-04-01,"Norfolk, VA",4,NA,NA,Apr,2021
2021-05-01,"Norfolk, VA",7,NA,NA,May,2021
2021-06-01,"Norfolk, VA",4,NA,NA,Jun,2021
2021-07-01,"Norfolk, VA",12,NA,NA,Jul,2021
2021-08-01,"Norfolk, VA",0,NA,NA,Aug,2021
2021-09-01,"Norfolk, VA",10,NA,NA,Sep,2021
2021-10-01,"Norfolk, VA",4,NA,NA,Oct,2021
2021-11-01,"Norfolk, VA",12,NA,NA,Nov,2021
2021-12-01,"Norfolk, VA",5,NA,NA,Dec,2021
2022-01-01,"Norfolk, VA",10,NA,NA,Jan,2022
2022-02-01,"Norfolk, VA",13,NA,NA,Feb,2022
2022-03-01,"Norfolk, VA",9,NA,NA,Mar,2022
2022-04-01,"Norfolk, VA",9,NA,NA,Apr,2022
2022-05-01,"Norfolk, VA",11,NA,NA,May,2022
2022-06-01,"Norfolk, VA",18,NA,NA,Jun,2022
2022-07-01,"Norfolk, VA",52,NA,NA,Jul,2022
2022-08-01,"Norfolk, VA",54,NA,NA,Aug,2022
2022-09-01,"Norfolk, VA",46,NA,NA,Sep,2022
2022-10-01,"Norfolk, VA",93,NA,NA,Oct,2022
2022-11-01,"Norfolk, VA",61,NA,NA,Nov,2022
2022-12-01,"Norfolk, VA",98,NA,NA,Dec,2022
2023-01-01,"Norfolk, VA",42,NA,NA,Jan,2023
2023-02-01,"Norfolk, VA",39,NA,NA,Feb,2023
2023-03-01,"Norfolk, VA",51,NA,NA,Mar,2023
2023-04-01,"Norfolk, VA",43,NA,NA,Apr,2023
2023-05-01,"Norfolk, VA",61,NA,NA,May,2023
2023-06-01,"Norfolk, VA",33,NA,NA,Jun,2023
2023-07-01,"Norfolk, VA",57,NA,NA,Jul,2023
2023-08-01,"Norfolk, VA",36,NA,NA,Aug,2023
2019-12-01,"Pittsburgh, PA",9,34,26,Dec,2019
2020-01-01,"Pittsburgh, PA",4,37,11,Jan,2020
2020-02-01,"Pittsburgh, PA",3,32,9,Feb,2020
2020-03-01,"Pittsburgh, PA",2,28,7,Mar,2020
2020-04-01,"Pittsburgh, PA",5,27,19,Apr,2020
2020-05-01,"Pittsburgh, PA",2,22,9,May,2020
2020-06-01,"Pittsburgh, PA",9,47,19,Jun,2020
2020-07-01,"Pittsburgh, PA",3,40,8,Jul,2020
2020-08-01,"Pittsburgh, PA",5,35,14,Aug,2020
2020-09-01,"Pittsburgh, PA",7,48,15,Sep,2020
2020-10-01,"Pittsburgh, PA",1,38,3,Oct,2020
2020-11-01,"Pittsburgh, PA",2,25,8,Nov,2020
2020-12-01,"Pittsburgh, PA",6,37,16,Dec,2020
2021-01-01,"Pittsburgh, PA",6,53,11,Jan,2021
2021-02-01,"Pittsburgh, PA",2,24,8,Feb,2021
2021-03-01,"Pittsburgh, PA",2,35,6,Mar,2021
2021-04-01,"Pittsburgh, PA",3,33,9,Apr,2021
2021-05-01,"Pittsburgh, PA",6,39,15,May,2021
2021-06-01,"Pittsburgh, PA",6,37,16,Jun,2021
2021-07-01,"Pittsburgh, PA",3,41,7,Jul,2021
2021-08-01,"Pittsburgh, PA",3,42,7,Aug,2021
2021-09-01,"Pittsburgh, PA",6,52,12,Sep,2021
2021-10-01,"Pittsburgh, PA",4,43,9,Oct,2021
2021-11-01,"Pittsburgh, PA",3,44,7,Nov,2021
2021-12-01,"Pittsburgh, PA",4,47,9,Dec,2021
2022-01-01,"Pittsburgh, PA",4,43,9,Jan,2022
2022-02-01,"Pittsburgh, PA",5,42,12,Feb,2022
2022-03-01,"Pittsburgh, PA",4,40,10,Mar,2022
2022-04-01,"Pittsburgh, PA",3,29,10,Apr,2022
2022-05-01,"Pittsburgh, PA",9,58,16,May,2022
2022-06-01,"Pittsburgh, PA",7,40,18,Jun,2022
2022-07-01,"Pittsburgh, PA",10,53,19,Jul,2022
2022-08-01,"Pittsburgh, PA",5,50,10,Aug,2022
2022-09-01,"Pittsburgh, PA",6,49,12,Sep,2022
2022-10-01,"Pittsburgh, PA",7,42,17,Oct,2022
2022-11-01,"Pittsburgh, PA",4,45,9,Nov,2022
2022-12-01,"Pittsburgh, PA",2,41,5,Dec,2022
2023-01-01,"Pittsburgh, PA",13,38,34,Jan,2023
2023-02-01,"Pittsburgh, PA",7,29,24,Feb,2023
2023-03-01,"Pittsburgh, PA",4,30,13,Mar,2023
2023-04-01,"Pittsburgh, PA",7,31,23,Apr,2023
2023-05-01,"Pittsburgh, PA",6,34,18,May,2023
2023-06-01,"Pittsburgh, PA",9,48,19,Jun,2023
2023-07-01,"Pittsburgh, PA",11,57,19,Jul,2023
2023-08-01,"Pittsburgh, PA",12,59,20,Aug,2023
2019-12-01,"Miami, FL",0,NA,NA,Dec,2019
2020-01-01,"Miami, FL",6,NA,NA,Jan,2020
2020-02-01,"Miami, FL",5,NA,NA,Feb,2020
2020-03-01,"Miami, FL",4,NA,NA,Mar,2020
2020-04-01,"Miami, FL",5,NA,NA,Apr,2020
2020-05-01,"Miami, FL",3,NA,NA,May,2020
2020-06-01,"Miami, FL",3,NA,NA,Jun,2020
2020-07-01,"Miami, FL",8,NA,NA,Jul,2020
2020-08-01,"Miami, FL",0,NA,NA,Aug,2020
2020-09-01,"Miami, FL",2,NA,NA,Sep,2020
2020-10-01,"Miami, FL",5,NA,NA,Oct,2020
2020-11-01,"Miami, FL",9,NA,NA,Nov,2020
2020-12-01,"Miami, FL",3,NA,NA,Dec,2020
2021-01-01,"Miami, FL",10,NA,NA,Jan,2021
2021-02-01,"Miami, FL",3,NA,NA,Feb,2021
2021-03-01,"Miami, FL",2,NA,NA,Mar,2021
2021-04-01,"Miami, FL",5,NA,NA,Apr,2021
2021-05-01,"Miami, FL",1,NA,NA,May,2021
2021-06-01,"Miami, FL",3,NA,NA,Jun,2021
2021-07-01,"Miami, FL",3,NA,NA,Jul,2021
2021-08-01,"Miami, FL",1,NA,NA,Aug,2021
2021-09-01,"Miami, FL",0,NA,NA,Sep,2021
2021-10-01,"Miami, FL",5,NA,NA,Oct,2021
2021-11-01,"Miami, FL",2,NA,NA,Nov,2021
2021-12-01,"Miami, FL",3,NA,NA,Dec,2021
2022-01-01,"Miami, FL",5,NA,NA,Jan,2022
2022-02-01,"Miami, FL",5,NA,NA,Feb,2022
2022-03-01,"Miami, FL",5,NA,NA,Mar,2022
2022-04-01,"Miami, FL",3,NA,NA,Apr,2022
2022-05-01,"Miami, FL",3,NA,NA,May,2022
2022-06-01,"Miami, FL",5,NA,NA,Jun,2022
2022-07-01,"Miami, FL",9,NA,NA,Jul,2022
2022-08-01,"Miami, FL",7,NA,NA,Aug,2022
2022-09-01,"Miami, FL",2,NA,NA,Sep,2022
2022-10-01,"Miami, FL",1,NA,NA,Oct,2022
2022-11-01,"Miami, FL",6,NA,NA,Nov,2022
2022-12-01,"Miami, FL",5,NA,NA,Dec,2022
2023-01-01,"Miami, FL",11,NA,NA,Jan,2023
2023-02-01,"Miami, FL",6,NA,NA,Feb,2023
2023-03-01,"Miami, FL",11,NA,NA,Mar,2023
2023-04-01,"Miami, FL",12,NA,NA,Apr,2023
2023-05-01,"Miami, FL",6,NA,NA,May,2023
2023-06-01,"Miami, FL",16,NA,NA,Jun,2023
2023-07-01,"Miami, FL",22,NA,NA,Jul,2023
2023-08-01,"Miami, FL",24,NA,NA,Aug,2023
2019-12-01,"Spokane, WA",1,126,1,Dec,2019
2020-01-01,"Spokane, WA",4,136,3,Jan,2020
2020-02-01,"Spokane, WA",0,121,0,Feb,2020
2020-03-01,"Spokane, WA",0,92,0,Mar,2020
2020-04-01,"Spokane, WA",1,102,1,Apr,2020
2020-05-01,"Spokane, WA",1,81,1,May,2020
2020-06-01,"Spokane, WA",1,95,1,Jun,2020
2020-07-01,"Spokane, WA",2,105,2,Jul,2020
2020-08-01,"Spokane, WA",2,89,2,Aug,2020
2020-09-01,"Spokane, WA",1,88,1,Sep,2020
2020-10-01,"Spokane, WA",2,76,3,Oct,2020
2020-11-01,"Spokane, WA",0,107,0,Nov,2020
2020-12-01,"Spokane, WA",0,61,0,Dec,2020
2021-01-01,"Spokane, WA",0,89,0,Jan,2021
2021-02-01,"Spokane, WA",0,73,0,Feb,2021
2021-03-01,"Spokane, WA",0,62,0,Mar,2021
2021-04-01,"Spokane, WA",5,78,6,Apr,2021
2021-05-01,"Spokane, WA",2,102,2,May,2021
2021-06-01,"Spokane, WA",0,58,0,Jun,2021
2021-07-01,"Spokane, WA",5,106,5,Jul,2021
2021-08-01,"Spokane, WA",2,133,2,Aug,2021
2021-09-01,"Spokane, WA",0,140,0,Sep,2021
2021-10-01,"Spokane, WA",4,120,3,Oct,2021
2021-11-01,"Spokane, WA",1,123,1,Nov,2021
2021-12-01,"Spokane, WA",2,115,2,Dec,2021
2022-01-01,"Spokane, WA",3,132,2,Jan,2022
2022-02-01,"Spokane, WA",3,158,2,Feb,2022
2022-03-01,"Spokane, WA",3,141,2,Mar,2022
2022-04-01,"Spokane, WA",1,121,1,Apr,2022
2022-05-01,"Spokane, WA",3,131,2,May,2022
2022-06-01,"Spokane, WA",1,139,1,Jun,2022
2022-07-01,"Spokane, WA",2,178,1,Jul,2022
2022-08-01,"Spokane, WA",1,204,0,Aug,2022
2022-09-01,"Spokane, WA",4,175,2,Sep,2022
2022-10-01,"Spokane, WA",8,201,4,Oct,2022
2022-11-01,"Spokane, WA",17,145,12,Nov,2022
2022-12-01,"Spokane, WA",5,141,4,Dec,2022
2023-01-01,"Spokane, WA",5,150,3,Jan,2023
2023-02-01,"Spokane, WA",3,113,3,Feb,2023
2023-03-01,"Spokane, WA",4,129,3,Mar,2023
2023-04-01,"Spokane, WA",3,96,3,Apr,2023
2023-05-01,"Spokane, WA",10,155,6,May,2023
2023-06-01,"Spokane, WA",25,173,14,Jun,2023
2023-07-01,"Spokane, WA",23,176,13,Jul,2023
2023-08-01,"Spokane, WA",99,256,39,Aug,2023
2019-12-01,"Salt Lake City, UT",6,117,5,Dec,2019
2020-01-01,"Salt Lake City, UT",4,121,3,Jan,2020
2020-02-01,"Salt Lake City, UT",1,116,1,Feb,2020
2020-03-01,"Salt Lake City, UT",3,125,2,Mar,2020
2020-04-01,"Salt Lake City, UT",6,122,5,Apr,2020
2020-05-01,"Salt Lake City, UT",3,129,2,May,2020
2020-06-01,"Salt Lake City, UT",2,152,1,Jun,2020
2020-07-01,"Salt Lake City, UT",5,162,3,Jul,2020
2020-08-01,"Salt Lake City, UT",7,207,3,Aug,2020
2020-09-01,"Salt Lake City, UT",6,215,3,Sep,2020
2020-10-01,"Salt Lake City, UT",7,198,4,Oct,2020
2020-11-01,"Salt Lake City, UT",6,237,3,Nov,2020
2020-12-01,"Salt Lake City, UT",10,243,4,Dec,2020
2021-01-01,"Salt Lake City, UT",9,236,4,Jan,2021
2021-02-01,"Salt Lake City, UT",6,171,4,Feb,2021
2021-03-01,"Salt Lake City, UT",5,159,3,Mar,2021
2021-04-01,"Salt Lake City, UT",8,149,5,Apr,2021
2021-05-01,"Salt Lake City, UT",8,179,4,May,2021
2021-06-01,"Salt Lake City, UT",3,161,2,Jun,2021
2021-07-01,"Salt Lake City, UT",1,159,1,Jul,2021
2021-08-01,"Salt Lake City, UT",4,145,3,Aug,2021
2021-09-01,"Salt Lake City, UT",2,163,1,Sep,2021
2021-10-01,"Salt Lake City, UT",2,135,1,Oct,2021
2021-11-01,"Salt Lake City, UT",2,133,2,Nov,2021
