date,city,count_kia_hyundai,count_all,percent_kia_hyundai,month,year,lat,long
2023-03-01,"Wichita, KS",7.0,169.0,4.0,Mar,2023.0,37.6872,-97.3301
2023-04-01,"Wichita, KS",4.0,169.0,2.0,Apr,2023.0,37.6872,-97.3301
2023-05-01,"Wichita, KS",8.0,206.0,4.0,May,2023.0,37.6872,-97.3301
2023-06-01,"Wichita, KS",6.0,219.0,3.0,Jun,2023.0,37.6872,-97.3301
2023-07-01,"Wichita, KS",9.0,201.0,4.0,Jul,2023.0,37.6872,-97.3301
2023-08-01,"Wichita, KS",8.0,183.0,4.0,Aug,2023.0,37.6872,-97.3301
2019-12-01,"Plano, TX",3.0,64.0,5.0,Dec,2019.0,33.0198,-96.6989
2020-01-01,"Plano, TX",1.0,42.0,2.0,Jan,2020.0,33.0198,-96.6989
2020-02-01,"Plano, TX",1.0,25.0,4.0,Feb,2020.0,33.0198,-96.6989
2020-03-01,"Plano, TX",1.0,34.0,3.0,Mar,2020.0,33.0198,-96.6989
2020-04-01,"Plano, TX",0.0,34.0,0.0,Apr,2020.0,33.0198,-96.6989
2020-05-01,"Plano, TX",0.0,29.0,0.0,May,2020.0,33.0198,-96.6989
2020-06-01,"Plano, TX",1.0,34.0,3.0,Jun,2020.0,33.0198,-96.6989
2020-07-01,"Plano, TX",0.0,35.0,0.0,Jul,2020.0,33.0198,-96.6989
2020-08-01,"Plano, TX",2.0,41.0,5.0,Aug,2020.0,33.0198,-96.6989
2020-09-01,"Plano, TX",0.0,45.0,0.0,Sep,2020.0,33.0198,-96.6989
2020-10-01,"Plano, TX",1.0,27.0,4.0,Oct,2020.0,33.0198,-96.6989
2020-11-01,"Plano, TX",1.0,53.0,2.0,Nov,2020.0,33.0198,-96.6989
2020-12-01,"Plano, TX",1.0,42.0,2.0,Dec,2020.0,33.0198,-96.6989
2021-01-01,"Plano, TX",1.0,37.0,3.0,Jan,2021.0,33.0198,-96.6989
2021-02-01,"Plano, TX",3.0,37.0,8.0,Feb,2021.0,33.0198,-96.6989
2021-03-01,"Plano, TX",0.0,31.0,0.0,Mar,2021.0,33.0198,-96.6989
2021-04-01,"Plano, TX",2.0,34.0,6.0,Apr,2021.0,33.0198,-96.6989
2021-05-01,"Plano, TX",2.0,44.0,5.0,May,2021.0,33.0198,-96.6989
2021-06-01,"Plano, TX",0.0,43.0,0.0,Jun,2021.0,33.0198,-96.6989
2021-07-01,"Plano, TX",1.0,50.0,2.0,Jul,2021.0,33.0198,-96.6989
2021-08-01,"Plano, TX",0.0,31.0,0.0,Aug,2021.0,33.0198,-96.6989
2021-09-01,"Plano, TX",3.0,50.0,6.0,Sep,2021.0,33.0198,-96.6989
2021-10-01,"Plano, TX",1.0,42.0,2.0,Oct,2021.0,33.0198,-96.6989
2021-11-01,"Plano, TX",0.0,45.0,0.0,Nov,2021.0,33.0198,-96.6989
2021-12-01,"Plano, TX",1.0,38.0,3.0,Dec,2021.0,33.0198,-96.6989
2022-01-01,"Plano, TX",0.0,44.0,0.0,Jan,2022.0,33.0198,-96.6989
2022-02-01,"Plano, TX",0.0,25.0,0.0,Feb,2022.0,33.0198,-96.6989
2022-03-01,"Plano, TX",2.0,45.0,4.0,Mar,2022.0,33.0198,-96.6989
2022-04-01,"Plano, TX",1.0,42.0,2.0,Apr,2022.0,33.0198,-96.6989
2022-05-01,"Plano, TX",1.0,42.0,2.0,May,2022.0,33.0198,-96.6989
2022-06-01,"Plano, TX",1.0,48.0,2.0,Jun,2022.0,33.0198,-96.6989
2022-07-01,"Plano, TX",1.0,51.0,2.0,Jul,2022.0,33.0198,-96.6989
2022-08-01,"Plano, TX",1.0,42.0,2.0,Aug,2022.0,33.0198,-96.6989
2022-09-01,"Plano, TX",2.0,32.0,6.0,Sep,2022.0,33.0198,-96.6989
2022-10-01,"Plano, TX",2.0,56.0,4.0,Oct,2022.0,33.0198,-96.6989
2022-11-01,"Plano, TX",0.0,34.0,0.0,Nov,2022.0,33.0198,-96.6989
2022-12-01,"Plano, TX",4.0,53.0,8.0,Dec,2022.0,33.0198,-96.6989
2023-01-01,"Plano, TX",3.0,43.0,7.0,Jan,2023.0,33.0198,-96.6989
2023-02-01,"Plano, TX",3.0,25.0,12.0,Feb,2023.0,33.0198,-96.6989
2023-03-01,"Plano, TX",4.0,52.0,8.0,Mar,2023.0,33.0198,-96.6989
2023-04-01,"Plano, TX",9.0,50.0,18.0,Apr,2023.0,33.0198,-96.6989
2023-05-01,"Plano, TX",14.0,64.0,22.0,May,2023.0,33.0198,-96.6989
2023-06-01,"Plano, TX",15.0,56.0,27.0,Jun,2023.0,33.0198,-96.6989
2023-07-01,"Plano, TX",36.0,82.0,44.0,Jul,2023.0,33.0198,-96.6989
2023-08-01,"Plano, TX",9.0,56.0,16.0,Aug,2023.0,33.0198,-96.6989
2019-12-01,"Akron, OH",9.0,67.0,13.0,Dec,2019.0,41.0814,-81.519
2020-01-01,"Akron, OH",1.0,62.0,2.0,Jan,2020.0,41.0814,-81.519
2020-02-01,"Akron, OH",2.0,42.0,5.0,Feb,2020.0,41.0814,-81.519
2020-03-01,"Akron, OH",2.0,52.0,4.0,Mar,2020.0,41.0814,-81.519
2020-04-01,"Akron, OH",7.0,82.0,9.0,Apr,2020.0,41.0814,-81.519
2020-05-01,"Akron, OH",3.0,83.0,4.0,May,2020.0,41.0814,-81.519
2020-06-01,"Akron, OH",4.0,98.0,4.0,Jun,2020.0,41.0814,-81.519
2020-07-01,"Akron, OH",5.0,96.0,5.0,Jul,2020.0,41.0814,-81.519
2020-08-01,"Akron, OH",9.0,118.0,8.0,Aug,2020.0,41.0814,-81.519
2020-09-01,"Akron, OH",8.0,100.0,8.0,Sep,2020.0,41.0814,-81.519
2020-10-01,"Akron, OH",4.0,98.0,4.0,Oct,2020.0,41.0814,-81.519
2020-11-01,"Akron, OH",6.0,108.0,6.0,Nov,2020.0,41.0814,-81.519
2020-12-01,"Akron, OH",5.0,90.0,6.0,Dec,2020.0,41.0814,-81.519
2021-01-01,"Akron, OH",3.0,76.0,4.0,Jan,2021.0,41.0814,-81.519
2021-02-01,"Akron, OH",2.0,84.0,2.0,Feb,2021.0,41.0814,-81.519
2021-03-01,"Akron, OH",3.0,78.0,4.0,Mar,2021.0,41.0814,-81.519
2021-04-01,"Akron, OH",7.0,76.0,9.0,Apr,2021.0,41.0814,-81.519
2021-05-01,"Akron, OH",2.0,26.0,8.0,May,2021.0,41.0814,-81.519
2021-06-01,"Akron, OH",9.0,54.0,17.0,Jun,2021.0,41.0814,-81.519
2021-07-01,"Akron, OH",2.0,105.0,2.0,Jul,2021.0,41.0814,-81.519
2021-08-01,"Akron, OH",4.0,132.0,3.0,Aug,2021.0,41.0814,-81.519
2021-09-01,"Akron, OH",4.0,135.0,3.0,Sep,2021.0,41.0814,-81.519
2021-10-01,"Akron, OH",7.0,156.0,4.0,Oct,2021.0,41.0814,-81.519
2021-11-01,"Akron, OH",8.0,149.0,5.0,Nov,2021.0,41.0814,-81.519
2021-12-01,"Akron, OH",5.0,143.0,3.0,Dec,2021.0,41.0814,-81.519
2022-01-01,"Akron, OH",11.0,105.0,10.0,Jan,2022.0,41.0814,-81.519
2022-02-01,"Akron, OH",5.0,103.0,5.0,Feb,2022.0,41.0814,-81.519
2022-03-01,"Akron, OH",11.0,82.0,13.0,Mar,2022.0,41.0814,-81.519
2022-04-01,"Akron, OH",5.0,107.0,5.0,Apr,2022.0,41.0814,-81.519
2022-05-01,"Akron, OH",7.0,88.0,8.0,May,2022.0,41.0814,-81.519
2022-06-01,"Akron, OH",6.0,99.0,6.0,Jun,2022.0,41.0814,-81.519
2022-07-01,"Akron, OH",10.0,85.0,12.0,Jul,2022.0,41.0814,-81.519
2022-08-01,"Akron, OH",5.0,134.0,4.0,Aug,2022.0,41.0814,-81.519
2022-09-01,"Akron, OH",10.0,99.0,10.0,Sep,2022.0,41.0814,-81.519
2022-10-01,"Akron, OH",3.0,111.0,3.0,Oct,2022.0,41.0814,-81.519
2022-11-01,"Akron, OH",9.0,84.0,11.0,Nov,2022.0,41.0814,-81.519
2022-12-01,"Akron, OH",11.0,78.0,14.0,Dec,2022.0,41.0814,-81.519
2023-01-01,"Akron, OH",13.0,95.0,14.0,Jan,2023.0,41.0814,-81.519
2023-02-01,"Akron, OH",5.0,81.0,6.0,Feb,2023.0,41.0814,-81.519
2023-03-01,"Akron, OH",5.0,78.0,6.0,Mar,2023.0,41.0814,-81.519
2023-04-01,"Akron, OH",16.0,68.0,24.0,Apr,2023.0,41.0814,-81.519
2023-05-01,"Akron, OH",26.0,70.0,37.0,May,2023.0,41.0814,-81.519
2023-06-01,"Akron, OH",17.0,95.0,18.0,Jun,2023.0,41.0814,-81.519
2023-07-01,"Akron, OH",29.0,86.0,34.0,Jul,2023.0,41.0814,-81.519
2023-08-01,"Akron, OH",25.0,106.0,24.0,Aug,2023.0,41.0814,-81.519
2019-12-01,"Buffalo, NY",7.0,107.0,7.0,Dec,2019.0,42.8864,-78.8784
2020-01-01,"Buffalo, NY",7.0,136.0,5.0,Jan,2020.0,42.8864,-78.8784
2020-02-01,"Buffalo, NY",9.0,100.0,9.0,Feb,2020.0,42.8864,-78.8784
2020-03-01,"Buffalo, NY",2.0,80.0,3.0,Mar,2020.0,42.8864,-78.8784
2020-04-01,"Buffalo, NY",3.0,78.0,4.0,Apr,2020.0,42.8864,-78.8784
2020-05-01,"Buffalo, NY",3.0,95.0,3.0,May,2020.0,42.8864,-78.8784
2020-06-01,"Buffalo, NY",14.0,120.0,12.0,Jun,2020.0,42.8864,-78.8784
2020-07-01,"Buffalo, NY",9.0,155.0,6.0,Jul,2020.0,42.8864,-78.8784
2020-08-01,"Buffalo, NY",14.0,157.0,9.0,Aug,2020.0,42.8864,-78.8784
2020-09-01,"Buffalo, NY",4.0,148.0,3.0,Sep,2020.0,42.8864,-78.8784
2020-10-01,"Buffalo, NY",9.0,201.0,4.0,Oct,2020.0,42.8864,-78.8784
2020-11-01,"Buffalo, NY",16.0,173.0,9.0,Nov,2020.0,42.8864,-78.8784
2020-12-01,"Buffalo, NY",13.0,178.0,7.0,Dec,2020.0,42.8864,-78.8784
2021-01-01,"Buffalo, NY",22.0,234.0,9.0,Jan,2021.0,42.8864,-78.8784
2021-02-01,"Buffalo, NY",13.0,205.0,6.0,Feb,2021.0,42.8864,-78.8784
2021-03-01,"Buffalo, NY",11.0,181.0,6.0,Mar,2021.0,42.8864,-78.8784
2021-04-01,"Buffalo, NY",7.0,185.0,4.0,Apr,2021.0,42.8864,-78.8784
2021-05-01,"Buffalo, NY",13.0,122.0,11.0,May,2021.0,42.8864,-78.8784
2021-06-01,"Buffalo, NY",3.0,116.0,3.0,Jun,2021.0,42.8864,-78.8784
2021-07-01,"Buffalo, NY",9.0,135.0,7.0,Jul,2021.0,42.8864,-78.8784
2021-08-01,"Buffalo, NY",6.0,131.0,5.0,Aug,2021.0,42.8864,-78.8784
2021-09-01,"Buffalo, NY",4.0,97.0,4.0,Sep,2021.0,42.8864,-78.8784
2021-10-01,"Buffalo, NY",4.0,128.0,3.0,Oct,2021.0,42.8864,-78.8784
2021-11-01,"Buffalo, NY",9.0,135.0,7.0,Nov,2021.0,42.8864,-78.8784
2021-12-01,"Buffalo, NY",4.0,117.0,3.0,Dec,2021.0,42.8864,-78.8784
2022-01-01,"Buffalo, NY",6.0,141.0,4.0,Jan,2022.0,42.8864,-78.8784
2022-02-01,"Buffalo, NY",5.0,100.0,5.0,Feb,2022.0,42.8864,-78.8784
2022-03-01,"Buffalo, NY",9.0,108.0,8.0,Mar,2022.0,42.8864,-78.8784
2022-04-01,"Buffalo, NY",6.0,111.0,5.0,Apr,2022.0,42.8864,-78.8784
2022-05-01,"Buffalo, NY",6.0,118.0,5.0,May,2022.0,42.8864,-78.8784
2022-06-01,"Buffalo, NY",9.0,134.0,7.0,Jun,2022.0,42.8864,-78.8784
2022-07-01,"Buffalo, NY",14.0,135.0,10.0,Jul,2022.0,42.8864,-78.8784
2022-08-01,"Buffalo, NY",50.0,150.0,33.0,Aug,2022.0,42.8864,-78.8784
2022-09-01,"Buffalo, NY",46.0,159.0,29.0,Sep,2022.0,42.8864,-78.8784
2022-10-01,"Buffalo, NY",84.0,169.0,50.0,Oct,2022.0,42.8864,-78.8784
2022-11-01,"Buffalo, NY",40.0,145.0,28.0,Nov,2022.0,42.8864,-78.8784
2022-12-01,"Buffalo, NY",136.0,243.0,56.0,Dec,2022.0,42.8864,-78.8784
2023-01-01,"Buffalo, NY",237.0,362.0,65.0,Jan,2023.0,42.8864,-78.8784
2023-02-01,"Buffalo, NY",146.0,261.0,56.0,Feb,2023.0,42.8864,-78.8784
2023-03-01,"Buffalo, NY",155.0,285.0,54.0,Mar,2023.0,42.8864,-78.8784
2023-04-01,"Buffalo, NY",142.0,286.0,50.0,Apr,2023.0,42.8864,-78.8784
2023-05-01,"Buffalo, NY",242.0,493.0,49.0,May,2023.0,42.8864,-78.8784
2023-06-01,"Buffalo, NY",304.0,629.0,48.0,Jun,2023.0,42.8864,-78.8784
2023-07-01,"Buffalo, NY",177.0,407.0,43.0,Jul,2023.0,42.8864,-78.8784
2023-08-01,"Buffalo, NY",173.0,342.0,51.0,Aug,2023.0,42.8864,-78.8784
2019-12-01,"Chula Vista, CA",6.0,77.0,8.0,Dec,2019.0,32.6401,-117.0842
2020-01-01,"Chula Vista, CA",3.0,82.0,4.0,Jan,2020.0,32.6401,-117.0842
2020-02-01,"Chula Vista, CA",2.0,50.0,4.0,Feb,2020.0,32.6401,-117.0842
2020-03-01,"Chula Vista, CA",2.0,83.0,2.0,Mar,2020.0,32.6401,-117.0842
2020-04-01,"Chula Vista, CA",2.0,58.0,3.0,Apr,2020.0,32.6401,-117.0842
2020-05-01,"Chula Vista, CA",2.0,76.0,3.0,May,2020.0,32.6401,-117.0842
2020-06-01,"Chula Vista, CA",3.0,90.0,3.0,Jun,2020.0,32.6401,-117.0842
2020-07-01,"Chula Vista, CA",4.0,72.0,6.0,Jul,2020.0,32.6401,-117.0842
2020-08-01,"Chula Vista, CA",4.0,83.0,5.0,Aug,2020.0,32.6401,-117.0842
2020-09-01,"Chula Vista, CA",4.0,73.0,5.0,Sep,2020.0,32.6401,-117.0842
2020-10-01,"Chula Vista, CA",4.0,82.0,5.0,Oct,2020.0,32.6401,-117.0842
2020-11-01,"Chula Vista, CA",3.0,96.0,3.0,Nov,2020.0,32.6401,-117.0842
2020-12-01,"Chula Vista, CA",2.0,86.0,2.0,Dec,2020.0,32.6401,-117.0842
2021-01-01,"Chula Vista, CA",1.0,106.0,1.0,Jan,2021.0,32.6401,-117.0842
2021-02-01,"Chula Vista, CA",5.0,86.0,6.0,Feb,2021.0,32.6401,-117.0842
2021-03-01,"Chula Vista, CA",5.0,103.0,5.0,Mar,2021.0,32.6401,-117.0842
2021-04-01,"Chula Vista, CA",5.0,100.0,5.0,Apr,2021.0,32.6401,-117.0842
2021-05-01,"Chula Vista, CA",2.0,85.0,2.0,May,2021.0,32.6401,-117.0842
2021-06-01,"Chula Vista, CA",2.0,79.0,3.0,Jun,2021.0,32.6401,-117.0842
2021-07-01,"Chula Vista, CA",7.0,84.0,8.0,Jul,2021.0,32.6401,-117.0842
2021-08-01,"Chula Vista, CA",7.0,67.0,10.0,Aug,2021.0,32.6401,-117.0842
2021-09-01,"Chula Vista, CA",5.0,99.0,5.0,Sep,2021.0,32.6401,-117.0842
2021-10-01,"Chula Vista, CA",6.0,76.0,8.0,Oct,2021.0,32.6401,-117.0842
2021-11-01,"Chula Vista, CA",3.0,79.0,4.0,Nov,2021.0,32.6401,-117.0842
2021-12-01,"Chula Vista, CA",7.0,99.0,7.0,Dec,2021.0,32.6401,-117.0842
2022-01-01,"Chula Vista, CA",2.0,100.0,2.0,Jan,2022.0,32.6401,-117.0842
2022-02-01,"Chula Vista, CA",1.0,101.0,1.0,Feb,2022.0,32.6401,-117.0842
2022-03-01,"Chula Vista, CA",3.0,78.0,4.0,Mar,2022.0,32.6401,-117.0842
2022-04-01,"Chula Vista, CA",3.0,84.0,4.0,Apr,2022.0,32.6401,-117.0842
2022-05-01,"Chula Vista, CA",3.0,75.0,4.0,May,2022.0,32.6401,-117.0842
2022-06-01,"Chula Vista, CA",4.0,80.0,5.0,Jun,2022.0,32.6401,-117.0842
2022-07-01,"Chula Vista, CA",11.0,82.0,13.0,Jul,2022.0,32.6401,-117.0842
2022-08-01,"Chula Vista, CA",8.0,70.0,11.0,Aug,2022.0,32.6401,-117.0842
2022-09-01,"Chula Vista, CA",16.0,94.0,17.0,Sep,2022.0,32.6401,-117.0842
2022-10-01,"Chula Vista, CA",17.0,102.0,17.0,Oct,2022.0,32.6401,-117.0842
2022-11-01,"Chula Vista, CA",10.0,120.0,8.0,Nov,2022.0,32.6401,-117.0842
2022-12-01,"Chula Vista, CA",22.0,113.0,19.0,Dec,2022.0,32.6401,-117.0842
2023-01-01,"Chula Vista, CA",25.0,120.0,21.0,Jan,2023.0,32.6401,-117.0842
2023-02-01,"Chula Vista, CA",17.0,103.0,17.0,Feb,2023.0,32.6401,-117.0842
2023-03-01,"Chula Vista, CA",35.0,118.0,30.0,Mar,2023.0,32.6401,-117.0842
2023-04-01,"Chula Vista, CA",18.0,102.0,18.0,Apr,2023.0,32.6401,-117.0842
2023-05-01,"Chula Vista, CA",27.0,98.0,28.0,May,2023.0,32.6401,-117.0842
2023-06-01,"Chula Vista, CA",24.0,106.0,23.0,Jun,2023.0,32.6401,-117.0842
2023-07-01,"Chula Vista, CA",24.0,92.0,26.0,Jul,2023.0,32.6401,-117.0842
2023-08-01,"Chula Vista, CA",17.0,97.0,18.0,Aug,2023.0,32.6401,-117.0842
2020-03-01,"Reno, NV",1.0,67.0,1.0,Mar,2020.0,39.5299,-119.8143
2020-04-01,"Reno, NV",1.0,48.0,2.0,Apr,2020.0,39.5299,-119.8143
2020-05-01,"Reno, NV",2.0,77.0,3.0,May,2020.0,39.5299,-119.8143
2020-06-01,"Reno, NV",2.0,82.0,2.0,Jun,2020.0,39.5299,-119.8143
2020-07-01,"Reno, NV",1.0,77.0,1.0,Jul,2020.0,39.5299,-119.8143
2020-08-01,"Reno, NV",4.0,92.0,4.0,Aug,2020.0,39.5299,-119.8143
2020-09-01,"Reno, NV",4.0,95.0,4.0,Sep,2020.0,39.5299,-119.8143
2020-10-01,"Reno, NV",4.0,102.0,4.0,Oct,2020.0,39.5299,-119.8143
2020-11-01,"Reno, NV",3.0,83.0,4.0,Nov,2020.0,39.5299,-119.8143
2020-12-01,"Reno, NV",3.0,86.0,3.0,Dec,2020.0,39.5299,-119.8143
2021-01-01,"Reno, NV",0.0,114.0,0.0,Jan,2021.0,39.5299,-119.8143
2021-02-01,"Reno, NV",2.0,89.0,2.0,Feb,2021.0,39.5299,-119.8143
2021-03-01,"Reno, NV",5.0,104.0,5.0,Mar,2021.0,39.5299,-119.8143
2021-04-01,"Reno, NV",5.0,108.0,5.0,Apr,2021.0,39.5299,-119.8143
2021-05-01,"Reno, NV",2.0,96.0,2.0,May,2021.0,39.5299,-119.8143
2021-06-01,"Reno, NV",1.0,143.0,1.0,Jun,2021.0,39.5299,-119.8143
2021-07-01,"Reno, NV",5.0,124.0,4.0,Jul,2021.0,39.5299,-119.8143
2021-08-01,"Reno, NV",2.0,122.0,2.0,Aug,2021.0,39.5299,-119.8143
2021-09-01,"Reno, NV",2.0,126.0,2.0,Sep,2021.0,39.5299,-119.8143
2021-10-01,"Reno, NV",2.0,133.0,2.0,Oct,2021.0,39.5299,-119.8143
2021-11-01,"Reno, NV",4.0,137.0,3.0,Nov,2021.0,39.5299,-119.8143
2021-12-01,"Reno, NV",2.0,97.0,2.0,Dec,2021.0,39.5299,-119.8143
2022-01-01,"Reno, NV",2.0,87.0,2.0,Jan,2022.0,39.5299,-119.8143
2022-02-01,"Reno, NV",1.0,82.0,1.0,Feb,2022.0,39.5299,-119.8143
2022-03-01,"Reno, NV",4.0,99.0,4.0,Mar,2022.0,39.5299,-119.8143
2022-04-01,"Reno, NV",0.0,88.0,0.0,Apr,2022.0,39.5299,-119.8143
2022-05-01,"Reno, NV",1.0,104.0,1.0,May,2022.0,39.5299,-119.8143
2022-06-01,"Reno, NV",2.0,95.0,2.0,Jun,2022.0,39.5299,-119.8143
2022-07-01,"Reno, NV",0.0,103.0,0.0,Jul,2022.0,39.5299,-119.8143
2022-08-01,"Reno, NV",1.0,77.0,1.0,Aug,2022.0,39.5299,-119.8143
2022-09-01,"Reno, NV",3.0,106.0,3.0,Sep,2022.0,39.5299,-119.8143
2022-10-01,"Reno, NV",1.0,94.0,1.0,Oct,2022.0,39.5299,-119.8143
2022-11-01,"Reno, NV",6.0,94.0,6.0,Nov,2022.0,39.5299,-119.8143
2022-12-01,"Reno, NV",2.0,81.0,2.0,Dec,2022.0,39.5299,-119.8143
2023-01-01,"Reno, NV",4.0,98.0,4.0,Jan,2023.0,39.5299,-119.8143
2023-02-01,"Reno, NV",5.0,94.0,5.0,Feb,2023.0,39.5299,-119.8143
2023-03-01,"Reno, NV",1.0,105.0,1.0,Mar,2023.0,39.5299,-119.8143
2023-04-01,"Reno, NV",4.0,88.0,5.0,Apr,2023.0,39.5299,-119.8143
2023-05-01,"Reno, NV",2.0,62.0,3.0,May,2023.0,39.5299,-119.8143
2023-06-01,"Reno, NV",3.0,94.0,3.0,Jun,2023.0,39.5299,-119.8143
2023-07-01,"Reno, NV",5.0,90.0,6.0,Jul,2023.0,39.5299,-119.8143
2023-08-01,"Reno, NV",24.0,116.0,21.0,Aug,2023.0,39.5299,-119.8143
2019-12-01,"Oxnard, CA",1.0,48.0,2.0,Dec,2019.0,34.1975,-119.1771
2020-01-01,"Oxnard, CA",2.0,45.0,4.0,Jan,2020.0,34.1975,-119.1771
2020-02-01,"Oxnard, CA",0.0,28.0,0.0,Feb,2020.0,34.1975,-119.1771
2020-03-01,"Oxnard, CA",2.0,54.0,4.0,Mar,2020.0,34.1975,-119.1771
2020-04-01,"Oxnard, CA",1.0,100.0,1.0,Apr,2020.0,34.1975,-119.1771
2020-05-01,"Oxnard, CA",1.0,103.0,1.0,May,2020.0,34.1975,-119.1771
2020-06-01,"Oxnard, CA",1.0,112.0,1.0,Jun,2020.0,34.1975,-119.1771
2020-07-01,"Oxnard, CA",0.0,89.0,0.0,Jul,2020.0,34.1975,-119.1771
2020-08-01,"Oxnard, CA",0.0,44.0,0.0,Aug,2020.0,34.1975,-119.1771
2020-09-01,"Oxnard, CA",0.0,43.0,0.0,Sep,2020.0,34.1975,-119.1771
2020-10-01,"Oxnard, CA",0.0,57.0,0.0,Oct,2020.0,34.1975,-119.1771
2020-11-01,"Oxnard, CA",3.0,51.0,6.0,Nov,2020.0,34.1975,-119.1771
2020-12-01,"Oxnard, CA",0.0,52.0,0.0,Dec,2020.0,34.1975,-119.1771
2021-01-01,"Oxnard, CA",0.0,59.0,0.0,Jan,2021.0,34.1975,-119.1771
2021-02-01,"Oxnard, CA",0.0,44.0,0.0,Feb,2021.0,34.1975,-119.1771
2021-03-01,"Oxnard, CA",0.0,25.0,0.0,Mar,2021.0,34.1975,-119.1771
2021-04-01,"Oxnard, CA",2.0,36.0,6.0,Apr,2021.0,34.1975,-119.1771
2021-05-01,"Oxnard, CA",1.0,48.0,2.0,May,2021.0,34.1975,-119.1771
2021-06-01,"Oxnard, CA",1.0,31.0,3.0,Jun,2021.0,34.1975,-119.1771
2021-07-01,"Oxnard, CA",1.0,22.0,5.0,Jul,2021.0,34.1975,-119.1771
2021-08-01,"Oxnard, CA",0.0,32.0,0.0,Aug,2021.0,34.1975,-119.1771
2021-09-01,"Oxnard, CA",1.0,22.0,5.0,Sep,2021.0,34.1975,-119.1771
2021-10-01,"Oxnard, CA",1.0,51.0,2.0,Oct,2021.0,34.1975,-119.1771
2021-11-01,"Oxnard, CA",5.0,44.0,11.0,Nov,2021.0,34.1975,-119.1771
2021-12-01,"Oxnard, CA",1.0,47.0,2.0,Dec,2021.0,34.1975,-119.1771
2022-01-01,"Oxnard, CA",0.0,55.0,0.0,Jan,2022.0,34.1975,-119.1771
2022-02-01,"Oxnard, CA",2.0,42.0,5.0,Feb,2022.0,34.1975,-119.1771
2022-03-01,"Oxnard, CA",0.0,46.0,0.0,Mar,2022.0,34.1975,-119.1771
2022-04-01,"Oxnard, CA",2.0,44.0,5.0,Apr,2022.0,34.1975,-119.1771
2022-05-01,"Oxnard, CA",0.0,52.0,0.0,May,2022.0,34.1975,-119.1771
2022-06-01,"Oxnard, CA",1.0,67.0,1.0,Jun,2022.0,34.1975,-119.1771
2022-07-01,"Oxnard, CA",0.0,48.0,0.0,Jul,2022.0,34.1975,-119.1771
2022-08-01,"Oxnard, CA",1.0,36.0,3.0,Aug,2022.0,34.1975,-119.1771
2022-09-01,"Oxnard, CA",1.0,50.0,2.0,Sep,2022.0,34.1975,-119.1771
2022-10-01,"Oxnard, CA",1.0,63.0,2.0,Oct,2022.0,34.1975,-119.1771
2022-11-01,"Oxnard, CA",4.0,58.0,7.0,Nov,2022.0,34.1975,-119.1771
2022-12-01,"Oxnard, CA",2.0,57.0,4.0,Dec,2022.0,34.1975,-119.1771
2023-01-01,"Oxnard, CA",0.0,71.0,0.0,Jan,2023.0,34.1975,-119.1771
2023-02-01,"Oxnard, CA",1.0,52.0,2.0,Feb,2023.0,34.1975,-119.1771
2023-03-01,"Oxnard, CA",5.0,61.0,8.0,Mar,2023.0,34.1975,-119.1771
2023-04-01,"Oxnard, CA",0.0,38.0,0.0,Apr,2023.0,34.1975,-119.1771
2023-05-01,"Oxnard, CA",1.0,38.0,3.0,May,2023.0,34.1975,-119.1771
2023-06-01,"Oxnard, CA",2.0,54.0,4.0,Jun,2023.0,34.1975,-119.1771
2023-07-01,"Oxnard, CA",4.0,55.0,7.0,Jul,2023.0,34.1975,-119.1771
2023-08-01,"Oxnard, CA",5.0,53.0,9.0,Aug,2023.0,34.1975,-119.1771
2019-12-01,San Francisco,11.0,312.0,4.0,Dec,2019.0,37.7749,-122.4194
2020-01-01,San Francisco,10.0,270.0,4.0,Jan,2020.0,37.7749,-122.4194
2020-02-01,San Francisco,9.0,285.0,3.0,Feb,2020.0,37.7749,-122.4194
2020-03-01,San Francisco,14.0,279.0,5.0,Mar,2020.0,37.7749,-122.4194
2020-04-01,San Francisco,6.0,303.0,2.0,Apr,2020.0,37.7749,-122.4194
2020-05-01,San Francisco,14.0,329.0,4.0,May,2020.0,37.7749,-122.4194
2020-06-01,San Francisco,6.0,362.0,2.0,Jun,2020.0,37.7749,-122.4194
2020-07-01,San Francisco,6.0,403.0,1.0,Jul,2020.0,37.7749,-122.4194
2020-08-01,San Francisco,15.0,358.0,4.0,Aug,2020.0,37.7749,-122.4194
2020-09-01,San Francisco,9.0,292.0,3.0,Sep,2020.0,37.7749,-122.4194
2020-10-01,San Francisco,9.0,361.0,2.0,Oct,2020.0,37.7749,-122.4194
2020-11-01,San Francisco,9.0,359.0,3.0,Nov,2020.0,37.7749,-122.4194
2020-12-01,San Francisco,9.0,380.0,2.0,Dec,2020.0,37.7749,-122.4194
2021-01-01,San Francisco,14.0,363.0,4.0,Jan,2021.0,37.7749,-122.4194
2021-02-01,San Francisco,12.0,303.0,4.0,Feb,2021.0,37.7749,-122.4194
2021-03-01,San Francisco,13.0,319.0,4.0,Mar,2021.0,37.7749,-122.4194
2021-04-01,San Francisco,5.0,304.0,2.0,Apr,2021.0,37.7749,-122.4194
2021-05-01,San Francisco,11.0,338.0,3.0,May,2021.0,37.7749,-122.4194
2021-06-01,San Francisco,9.0,311.0,3.0,Jun,2021.0,37.7749,-122.4194
2021-07-01,San Francisco,8.0,331.0,2.0,Jul,2021.0,37.7749,-122.4194
